"CommodityType","HS.Code","Goods.Comm..Dsc.1","Goods.Comm..Dsc.","total","principleExportCategory","Principle.ReExportsCategory","principleImportCategory"
"IMPORT","34023100","Linear alkylbenzene sulphonic acids and their salts","LABSA",3619,"Other products","Other products","Other Imports"
"IMPORT","39219000","Other","PVC IRON CARD",3619,"Other products","Other products ","Other Imports"
"IMPORT","39221000","Baths, shower-baths sinks and wash-basins.f plastics.","BATHTUB",3619,"Other products","Other products ","Other Imports"
"IMPORT","48191000","Cartons, boxes and cases, of corrugated paper or paperboard","PACKING BOX",3619,"Other products","Other products ","Other Imports"
"IMPORT","84193400","Other, for agricultural products","FRUIT  DRYER",3619,"Other products","Other products ","Other Imports"
"IMPORT","84388000","Other Machinery","BEAN SPROUT MACHINE",3619,"Other products","Other products ","Other Imports"
"IMPORT","85163200","Other hair-dressing apparatus","STEAMER",3619,"Other products","Other products ","Other Imports"
"IMPORT","87081000","Bumpers and parts thereof","REAR BUMPER",3619,"Other products","Other products ","Other Imports"
"IMPORT","87089900","Other","AIR CELL",3619,"Other products","Other products ","Other Imports"
"IMPORT","38221900","Other","DIAGNOSTIC OR LAB REAGENTS",3613,"Other products","Other products","Other Imports"
"IMPORT","85469000","Other","H/SHRINK KIT",3607,"Other products","Other products ","Other Imports"
"IMPORT","95049000","Other","DOMINOES",3605,"Other products","Other products ","Other Imports"
"IMPORT","32139000","Other","PAINT`",3604,"Other products","Other products ","Other Imports"
"IMPORT","44219910","ooden pailings, fencing","ARTICLES OF WOOD",3604,"Wood and articles of wood; wood charcoal","Other products ","Other Imports"
"IMPORT","90329000","Parts and accessories of automatic regulating devices of 90.32","THERMOSTAT KIT 2019 / THERMOSTAT MV FRYER",3599,"Other products","Other products ","Other Imports"
"IMPORT","40103500","Endless synchronous belts..(refer to 40103500 in HSC BK)","BELT",3591,"Other products","Other products ","Other Imports"
"IMPORT","85366900","Other","CONNECTORS",3580,"Other products","Other products ","Other Imports"
"IMPORT","40091200","With fittings","Gas pipe",3566,"Other products","Other products ","Other Imports"
"IMPORT","11022000","Maize (corn) flour","Corn flour",3559,"Other products","Other products ","Other Imports"
"IMPORT","21041000","Soups and broths and preparations therefor","BEEF STOCK (SOUP)",3557,"Other products","Other products ","Other Imports"
"IMPORT","82152000","Other sets of assorted articles","FORK",3557,"Other products","Other products ","Other Imports"
"IMPORT","42023900","Other","NEOWALLET A05",3556,"Other products","Other products ","Other Imports"
"IMPORT","90178000","Other instruments","BUILDERS TAPE MEASURE",3556,"Other products","Other products ","Other Imports"
"IMPORT","96083000","Fountain pens, stylograph pens and other pens","PENS",3555,"Other products","Other products ","Other Imports"
"IMPORT","84669200","For machines of heading No.84.65","MAKITA ACCESSORY SET",3553,"Other products","Other products ","Other Imports"
"IMPORT","69111000","Tableware and kitchenware","PORCELAIN TABLEWARE",3552,"Other products","Other products ","Other Imports"
"IMPORT","84145100","Table, floor, wall... fans, with self-contained electric motor <=125w","SMALL FAN",3547,"Other products","Other products ","Other Imports"
"IMPORT","84672900","Other","ELECTRIC VEHICLE WRENCH",3547,"Other products","Other products ","Other Imports"
"IMPORT","87083000","Brakes and servo-brakes and parts thereof","BRAKE PART",3544,"Other products","Other products ","Other Imports"
"IMPORT","40081900","Other","RUBBER MAT",3538,"Other products","Other products ","Other Imports"
"IMPORT","29333900","Other","BROMAZEPHAM",3534,"Other products","Other products ","Other Imports"
"IMPORT","90069100","For cameras","ND FILTER",3534,"Other products","Other products ","Other Imports"
"IMPORT","39269000","Others","LANGZI FOLLOWER NEW WATERPROFF",3533,"Other products","Other products ","Other Imports"
"IMPORT","83024900","Other","INTERNET CAMERA MOUNT",3530,"Other products","Other products ","Other Imports"
"IMPORT","95051000","Articles for christmas festivities","INFLATABLE CHRISTMAS DECORATION",3525,"Other products","Other products ","Other Imports"
"IMPORT","70169000","Other","GLASS DOOR",3521,"Other products","Other products ","Other Imports"
"IMPORT","83099000","Other","CAP",3507,"Other products","Other products ","Other Imports"
"IMPORT","82130000","Scissors, tailors' shears and similar shears, and blades therefor","PAPER TUBE SCISSORS",3499,"Other products","Other products ","Other Imports"
"IMPORT","48203000","Binders, (other than book covers), folders and file covers","FOLDERS",3494,"Other products","Other products ","Other Imports"
"IMPORT","85078000","Other accumulators","MAKITA BATTERY 18V",3486,"Other products","Other products ","Other Imports"
"IMPORT","96089900","Other","COLOUR PENS",3485,"Other products","Other products ","Other Imports"
"IMPORT","91059900","Other","CLOCK",3481,"Other products","Other products ","Other Imports"
"IMPORT","40141000","Sheath contraceptives","4S EASON CONDOMS 12'S",3474,"Other products","Other products ","Other Imports"
"IMPORT","87089300","Clutches and parts thereof","CLUCT LINE",3460,"Other products","Other products ","Other Imports"
"IMPORT","34022000","containing soap","CHLORGHEXADINE SCRUB",3459,"Other products","Other products ","Other Imports"
"IMPORT","94019900","Other","PARTS OF SEATS",3455,"Other products","Other products ","Other Imports"
"IMPORT","84832000","Bearing housings, incorporating ball or roller bearings","PILOT BEARING",3437,"Other products","Other products ","Other Imports"
"IMPORT","20059100","Bamboo shoots","CANNED BAMBOO SHOOT",3436,"Other products","Other products ","Other Imports"
"IMPORT","82119200","Other knives having fixed blades","GLASS KNIFE",3428,"Other products","Other products ","Other Imports"
"IMPORT","20058000","Sweet corn (Zea mays var.saccharata)","CORNMEAL",3420,"Other products","Other products ","Other Imports"
"IMPORT","33062000","Yarn used to clean between the teeth (dental floss),in individual retail packages","DENTAL FLOSS",3409,"Other products","Other products ","Other Imports"
"IMPORT","44029000","Other","CHARCOAL BBQ",3406,"Wood and articles of wood; wood charcoal","Other products ","Other Imports"
"IMPORT","82151000","Sets of assorted articles containing at least one article plated with precious metal","CUTLERY",3378,"Other products","Other products ","Other Imports"
"IMPORT","39269000","Others","WATER BUCKET",3366,"Other products","Other products ","Other Imports"
"IMPORT","92071000","Keyboard instruments other than accordions","KEYBOARD",3366,"Other products","Other products ","Other Imports"
"IMPORT","39241000","Tableware and kitchenware","PLASTIC BABY BOWL EATING SET",3353,"Other products","Other products ","Other Imports"
"IMPORT","49090000","Printed or illustrated postcards; printed cards bearing greetings..., with..trimmings","WEDDING CARD",3351,"Other products","Other products ","Other Imports"
"IMPORT","85366900","Other","LAMP PLUG",3351,"Other products","Other products ","Other Imports"
"IMPORT","42022900","Other","TRAVEL BAG",3347,"Other products","Other products ","Other Imports"
"IMPORT","48203000","Binders, (other than book covers), folders and file covers","ARCH FILES",3346,"Other products","Other products ","Other Imports"
"IMPORT","19019000","Other","ALSA FLAN OEUF VANILLE 250G",3339,"Other products","Other products ","Other Imports"
"IMPORT","94054900","Other","CIRCULAR LIGHT LAMP",3339,"Other products","Other products ","Other Imports"
"IMPORT","39269000","Others","DIFFUSER PATCH",3336,"Other products","Other products ","Other Imports"
"IMPORT","07133900","Other","BEANS",3335,"Other products","Other products ","Other Imports"
"IMPORT","82052000","Hammers and sledge hammers","HAMMA",3329,"Other products","Other products ","Other Imports"
"IMPORT","94042900","Of other materials","COT MATTRESS & COVER",3328,"Other products","Other products ","Other Imports"
"IMPORT","40094100","Without fittings","PIPE WATER/HOSE DISCHARGE",3323,"Other products","Other products ","Other Imports"
"IMPORT","69120000","Ceramic tableware... other household articles (excl. porcelain or china)","CERAMIC WARES",3320,"Other products","Other products ","Other Imports"
"IMPORT","70099200","Framed","MIRROIR",3320,"Other products","Other products ","Other Imports"
"IMPORT","87168000","Other vehicles","OTHER WHEELBARROW",3320,"Other products","Other products ","Other Imports"
"IMPORT","39269000","Others","RUBBISH BIN, PLASTIC DOOR CURTAIN",3318,"Other products","Other products ","Other Imports"
"IMPORT","90119000","Parts and accessories","BIOPHARM GLASA",3318,"Other products","Other products ","Other Imports"
"IMPORT","84734000","Parts and accessories of the machines of 84.72","PRINTER",3312,"Other products","Other products ","Other Imports"
"IMPORT","83024900","Other","CURTAIN ROD",3304,"Other products","Other products ","Other Imports"
"IMPORT","29224900","Other","GABAPENTINE",3303,"Other products","Other products ","Other Imports"
"IMPORT","94054100","Photovoltaic, designed for  use solely with light-emitting  diode (LED) light sources","LIGHTS/ LAMPS",3303,"Other products","Other products ","Other Imports"
"IMPORT","39269000","Others","KEY TAG",3302,"Other products","Other products ","Other Imports"
"IMPORT","82054000","Screwdrivers","SCREWDRIVER",3302,"Other products","Other products ","Other Imports"
"IMPORT","82033000","Metal cutting shears and similar tools","SNIPS",3291,"Other products","Other products ","Other Imports"
"IMPORT","70091000","Rear-view mirrors for vehicles","mirror",3284,"Other products","Other products ","Other Imports"
"IMPORT","90189000","Other instruments and apparatus","MEDICAL/ SURGICAL INSTRUMENTS",3270,"Other products","Other products ","Other Imports"
"IMPORT","32141000","Glaziers'& grafting putty, resin cements,caulking comp's & othr mastics; painters'flg's","SEAL PASTE",3243,"Other products","Other products ","Other Imports"
"IMPORT","82119300","Knives having other than fixed blades","PURPLE DREAM CRAFT KNIFE",3235,"Other products","Other products ","Other Imports"
"IMPORT","84672900","Other","SANDER",3207,"Other products","Other products ","Other Imports"
"IMPORT","90183100","Syringes,with or without needles","SYR TERUMO 3ML",3203,"Other products","Other products ","Other Imports"
"IMPORT","82060000","Tools of two or more of 82.02 to 82.05, put up in sets for retail sale","TOOL SET",3201,"Other products","Other products ","Other Imports"
"IMPORT","90183900","Other","VC NED RW 23GX3 4/20MM",3199,"Other products","Other products ","Other Imports"
"IMPORT","82055900","Other","AUTO REPAIR TOOL",3197,"Other products","Other products ","Other Imports"
"IMPORT","85044000","Static converters","CELL PHONE CHARGING PAD",3197,"Other products","Other products ","Other Imports"
"IMPORT","85395100","Light-emitting diode (LED) modues","LED  LIGHTS",3191,"Other products","Other products","Other Imports"
"IMPORT","96071900","Other","PLASTIC EXPANSION BUCKLE",3191,"Other products","Other products ","Other Imports"
"IMPORT","85041000","Ballasts for discharge lamps or tubes","FLUORO STARTER SWITCH PC BLUE",3181,"Other products","Other products ","Other Imports"
"IMPORT","82055900","Other","BIT HOLDER / RETAINER Q",3179,"Other products","Other products ","Other Imports"
"IMPORT","25010000","Salt (including table salt and denatured salt) and pure sodium chloride, NES","Sea Salt",3177,"Other products","Other products ","Other Imports"
"IMPORT","94051900","Other","LIGHT",3174,"Other products","Other products ","Other Imports"
"IMPORT","30065000","First-aid boxes and kits","MOUTH GUARD/AID PLASTER",3173,"Other products","Other products ","Other Imports"
"IMPORT","39241000","Tableware and kitchenware","VARIOUS HOMEWARE",3167,"Other products","Other products ","Other Imports"
"IMPORT","96162000","Powder-puffs and pads for the application of cosmetics, etc","POWDER PUFFS AND MAKE UP APPLICATORS",3166,"Other products","Other products ","Other Imports"
"IMPORT","42010000","Saddlery and harness for any animal, of any material","DOG TRAINING COLLAR",3161,"Other products","Other products ","Other Imports"
"IMPORT","82060000","Tools of two or more of 82.02 to 82.05, put up in sets for retail sale","HOUSEHOLD TOOLS",3159,"Other products","Other products ","Other Imports"
"IMPORT","84811000","Pressure-reducing valves","FUEL PRESSURE CONTROL VALVE",3159,"Other products","Other products ","Other Imports"
"IMPORT","19030000","Tapioca and substitutes therefore prepared from starch, in the form of flakes, grains","TAPIOCA STARCH",3154,"Other products","Other products ","Other Imports"
"IMPORT","21032000","Tomato ketchup and other tomato sauces","SABATO TOMATO PASSATA",3140,"Other products","Other products ","Other Imports"
"IMPORT","07129000","Other vegetables; mixtures of vegetables","DRIED VEGETABLES",3137,"Other products","Other products ","Other Imports"
"IMPORT","84238900","Other","ELECTRONIC SCALE",3137,"Other products","Other products ","Other Imports"
"IMPORT","96032900","Other","HAIR DYE BRUSH",3137,"Other products","Other products ","Other Imports"
"IMPORT","32091000","based on acrylic or vinyl polymers","PAINT",3116,"Other products","Other products ","Other Imports"
"IMPORT","39269000","Others","STRAP & HOIST",3116,"Other products","Other products ","Other Imports"
"IMPORT","74153300","Screws; bolts and nuts","SCREW & PAD",3116,"Other products","Other products ","Other Imports"
"IMPORT","29369000","Other vitamins (incl. natural concentrates), nes","Herbal dietary supplement",3112,"Other products","Other products ","Other Imports"
"IMPORT","85433000","Machines and apparatus for electroplating, electrolysis or electrophoresis","Electric machine",3112,"Other products","Other products ","Other Imports"
"IMPORT","29362900","Other vitamins and their derivatives, unmixed, nes","VITAMIN D3",3100,"Other products","Other products ","Other Imports"
"IMPORT","09061100","Cinnamon (Cinnamomum zeylanicum Blume)","CINNAMON",3091,"Other products","Other products ","Other Imports"
"IMPORT","90189000","Other instruments and apparatus","ECHAMBER TURBO SPACERS",3087,"Other products","Other products ","Other Imports"
"IMPORT","84191100","Instantaneous gas water heaters","WATER HEATER",3086,"Other products","Other products ","Other Imports"
"IMPORT","09022000","Other green tea (not fermented)","FAIRYTALE 500G",3084,"Other products","Other products ","Other Imports"
"IMPORT","90191000","Mechano-therapy appliances; massage apparatus; psychological apparatus;...","PORTABLE OXYGEN INFECTOR",3079,"Other products","Other products ","Other Imports"
"IMPORT","66011000","Garden or similar umbrellas","UMBRELLAS",3076,"Other products","Other products ","Other Imports"
"IMPORT","96040000","Hand sieves and hand riddles","SIEVE",3063,"Other products","Other products ","Other Imports"
"IMPORT","70133300","Of lead crystal","GLASS",3052,"Other products","Other products ","Other Imports"
"IMPORT","82032000","Pliers (including cutting pliers), pincers,tweezers and similar tools","GRIPPING TOOLS",3050,"Other products","Other products ","Other Imports"
"IMPORT","87088000","Suspension systems and parts thereof (including shock absorbers)","TIE ROD",3041,"Other products","Other products ","Other Imports"
"IMPORT","84231000","Personal weighing machines incl. baby scales, household scales","ELECTRONIC SCALE",3040,"Other products","Other products ","Other Imports"
"IMPORT","21039000","Other","CHILLI SAUCE",3038,"Other products","Other products ","Other Imports"
"IMPORT","30059000","Other","BANDAGES",3033,"Other products","Other products ","Other Imports"
"IMPORT","33069000","Other","DENTAL PREPARATIONS",3031,"Other products","Other products ","Other Imports"
