HS.Code,TAR_ALL,TAR_DSC,Principle Exports,Principle ReExports,Principle Imports,Classifications Combined,Unit Qty,Import Duty Rate
85413000,Of cathode-ray tubes,Of cathode-ray tubes,Other products,Other products ,Other Imports,Other products ,KGM,15
85414000,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,15
85415000,"Diodes, other than photosensitive or light emitting diodes","Diodes, other than photosensitive or light emitting diodes",Other products,Other products ,Other Imports,Other products ,NMB,0
85416000,With a dissipation rate of less than 1 W,With a dissipation rate of less than 1 W,Other products,Other products ,Other Imports,Other products ,NMB,0
85419000,Other,Other,Other products,Other products ,Other Imports,Other products ,NMB,0
85423100,"Thyristors, diacs and triacs, other than photosensitive devices","Thyristors, diacs and triacs, other than photosensitive devices",Other products,Other products ,Other Imports,Other products ,NMB,0
85423200,"Photosensitive semiconductor devices;including photovoltaic cells....,","Photosensitive semiconductor devices;including photovoltaic cells....,",Other products,Other products ,Other Imports,Other products ,NMB,0
85423300,Other semiconductor devices,Other semiconductor devices,Other products,Other products ,Other Imports,Other products ,NMB,0
85423900,Mounted piezo-electric crystals,Mounted piezo-electric crystals,Other products,Other products ,Other Imports,Other products ,NMB,0
85429000,Parts,Parts,Other products,Other products ,Other Imports,Other products ,KGM,0
85431000,"Processors and controllers, whether or not combined with memories, converters,...","Processors and controllers, whether or not combined with memories, converters,...",Other products,Other products ,Other Imports,Other products ,NMB,5
85432000,Memories,Memories,Other products,Other products ,Other Imports,Other products ,NMB,5
85433000,Amplifiers,Amplifiers,Other products,Other products ,Other Imports,Other products ,NMB,5
85437000,Other,Other,Other products,Other products ,Other Imports,Other products ,NMB,5
85439000,Parts,Parts,Other products,Other products ,Other Imports,Other products ,KGM,5
85441100,Particle accelerators,Particle accelerators,Other products,Other products ,"Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors","Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",NMB,5
85441900,Signal generators,Signal generators,Other products,Other products ,"Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors","Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",NMB,5
85442000,"Machines and apparatus for electroplating, electrolysis or electrophoresis","Machines and apparatus for electroplating, electrolysis or electrophoresis",Other products,Other products ,"Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors","Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",NMB,5
85443000,Other machines and apparatus,Other machines and apparatus,Other products,Other products ,"Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors","Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",NMB,5
85444200,Parts,Parts,Other products,Other products ,"Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors","Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",KGM,5
85444900,Of copper,Of copper,Other products,Other products ,"Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors","Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",KGM,5
85446000,Other,Other,Other products,Other products ,"Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors","Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",KGM,5
85447000,Co-axial cable and other co-axial electric conductors,Co-axial cable and other co-axial electric conductors,Other products,Other products ,"Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors","Insulated wire, cable and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",KGM,5
85451100,"Ignition wiring sets and other wiring sets for vehicles, aircraft..,","Ignition wiring sets and other wiring sets for vehicles, aircraft..,",Other products,Other products ,Other Imports,Other products ,KGM,5
85451900,Fitted with connectors,Fitted with connectors,Other products,Other products ,Other Imports,Other products ,KGM,5
85452000,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
85459000,"Other electric conductors, for a voltage exceeding 1,000 V","Other electric conductors, for a voltage exceeding 1,000 V",Other products,Other products ,Other Imports,Other products ,KGM,5
85461000,Optical fibre cables made up of individually sheathed fibres,Optical fibre cables made up of individually sheathed fibres,Other products,Other products ,Other Imports,Other products ,KGM,5
85462000,Of a kind used for furnaces,Of a kind used for furnaces,Other products,Other products ,Other Imports,Other products ,KGM,5
85469000,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
85471000,Brushes,Brushes,Other products,Other products ,Other Imports,Other products ,KGM,5
85472000,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
85479000,Of glass,Of glass,Other products,Other products ,Other Imports,Other products ,KGM,5
85481000,Of ceramics,Of ceramics,Other products,Other products ,Other Imports,Other products ,KGM,5
85489000,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
86011000,Insulating fittings of ceramics,Insulating fittings of ceramics,Other products,Other products ,Other Imports,Other products ,KGM,5
86012000,Insulating fittings of plastics,Insulating fittings of plastics,Other products,Other products ,Other Imports,Other products ,KGM,5
86021000,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
86029000,"Waste & scrap of primary cells/batteries/accumulators;spent primary cells/batteries..,","Waste & scrap of primary cells/batteries/accumulators;spent primary cells/batteries..,",Other products,Other products ,Other Imports,Other products ,KGM,5
86031000,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
86039000,Powered from an external source of electricity,Powered from an external source of electricity,Other products,Other products ,Other Imports,Other products ,NMB,0
86040000,Powered by electric accumulators,Powered by electric accumulators,Other products,Other products ,Other Imports,Other products ,NMB,0
86050000,Diesel-electric locomotives,Diesel-electric locomotives,Other products,Other products ,Other Imports,Other products ,NMB,0
86061000,Other,Other,Other products,Other products ,Other Imports,Other products ,NMB,0
86063000,Powered from an external source of electricity,Powered from an external source of electricity,Other products,Other products ,Other Imports,Other products ,NMB,0
86069100,Other,Other,Other products,Other products ,Other Imports,Other products ,NMB,0
86069200,"Railway or tramway maintenance or service vehicles, whether or not self-propelled...,","Railway or tramway maintenance or service vehicles, whether or not self-propelled...,",Other products,Other products ,Other Imports,Other products ,NMB,0
86069900,"Railway/tramway passenger coaches, not self-propelled; luggage vans...,","Railway/tramway passenger coaches, not self-propelled; luggage vans...,",Other products,Other products ,Other Imports,Other products ,NMB,0
86071100,Tank wagons and the like,Tank wagons and the like,Other products,Other products ,Other Imports,Other products ,NMB,0
86071200,"Self-discharging vans and wagons, nes","Self-discharging vans and wagons, nes",Other products,Other products ,Other Imports,Other products ,NMB,0
86071900,Covered and closed,Covered and closed,Other products,Other products ,Other Imports,Other products ,NMB,0
86072100,"Open, with non-removable sides of a height exceeding 60cm","Open, with non-removable sides of a height exceeding 60cm",Other products,Other products ,Other Imports,Other products ,NMB,0
